,1,2,3,4,5,collected,annotated,,,,,,,
362,Bearing2,Drill,Housing,M30,S40_40_B,1,,54,,,,,,
363,Bearing2,Drill,Housing,M20,S40_40_G,1,,55,,,,,,
364,Bearing2,Drill,Housing,M30,S40_40_B,1,,56,,,,,,
365,Bearing2,Drill,Housing,M30,S40_40_G,1,,57,,,,,,
366,Bearing2,Drill,Housing,S40_40_B,S40_40_G,1,,58,,,,,,
367,Bearing2,Drill,M20,M30,S40_40_B,1,,59,,,,,,
368,Bearing2,Drill,M20,M30,S40_40_G,1,,60,CROP THE IMAGE FROM TOP,,,,,
369,Bearing2,Drill,M20,S40_40_B,S40_40_G,1,,61,,,,,,
370,Bearing2,Drill,M30,S40_40_B,S40_40_G,1,,62,,,,,,
371,Bearing2,F20_20_B,F20_20_G,Housing,M20,1,,63,,,,,,
372,Bearing2,F20_20_B,F20_20_G,Housing,M30,1,,64,,,,,,
373,Bearing2,F20_20_B,F20_20_G,Housing,S40_40_B,1,,65,,,,,,
374,Bearing2,F20_20_B,F20_20_G,Housing,S40_40_G,1,,66,,,,,,
375,Bearing2,F20_20_B,F20_20_G,M20,M30,1,,67,,,,,,
376,Bearing2,F20_20_B,F20_20_G,M20,S40_40_B,1,,68,,,,,,
377,Bearing2,F20_20_B,F20_20_G,M20,S40_40_G,1,,69,,,,,,
378,Bearing2,F20_20_B,F20_20_G,M30,S40_40_B,1,,70,,,,,,
379,Bearing2,F20_20_B,F20_20_G,M30,S40_40_G,1,,71,,,,,,
380,Bearing2,F20_20_B,F20_20_G,S40_40_B,S40_40_G,1,,72,,,,,,
381,Bearing2,F20_20_B,Housing,M20,M30,1,,73,,,,,,
382,Bearing2,F20_20_B,Housing,M20,S40_40_B,1,,74,,,,,,
383,Bearing2,F20_20_B,Housing,M20,S40_40_G,1,,75,,,,,,
384,Bearing2,F20_20_B,Housing,M30,S40_40_B,1,,76,,,,,,
385,Bearing2,F20_20_B,Housing,M30,S40_40_G,1,,77,,,,,,
386,Bearing2,F20_20_B,Housing,S40_40_B,S40_40_G,1,,78,,,,,,
387,Bearing2,F20_20_B,M20,M30,S40_40_B,1,,79,,,,,,
388,Bearing2,F20_20_B,M20,M30,S40_40_G,1,,80,,,,,,
389,Bearing2,F20_20_B,M20,S40_40_B,S40_40_G,1,,81,,,,,,
390,Bearing2,F20_20_B,M30,S40_40_B,S40_40_G,1,,82,,,,,,
391,Bearing2,F20_20_B,Housing,M20,M30,1,,83,,,,,,
392,Bearing2,F20_20_B,Housing,M20,S40_40_B,1,,84,,,,,,
393,Bearing2,F20_20_B,Housing,M20,S40_40_G,1,,85,,,,,,
394,Bearing2,F20_20_B,Housing,M30,S40_40_B,1,,86,,,,,,
395,Bearing2,F20_20_B,Housing,M30,S40_40_G,1,,87,,,,,,
396,Bearing2,F20_20_B,Housing,S40_40_B,S40_40_G,1,,88,,,,,,
397,Bearing2,F20_20_B,M20,M30,S40_40_B,1,,89,,,,,,
398,Bearing2,F20_20_B,M20,M30,S40_40_G,1,,90,,,,,,
399,Bearing2,F20_20_G,M20,S40_40_B,S40_40_G,1,,91,,,,,,
400,Bearing2,F20_20_G,M30,S40_40_B,S40_40_G,1,,92,,,,,,
401,Bearing2,Housing,M20,M30,S40_40_B,1,,93,,,,,,
402,Bearing2,Housing,M20,M30,S40_40_G,1,,94,,,,,,
403,Bearing2,Housing,M20,S40_40_B,S40_40_G,1,,95,,,,,,
404,Bearing2,Housing,M30,S40_40_B,S40_40_G,1,,96,,,,,,
405,Bearing2,M20,M30,S40_40_B,S40_40_G,1,,97,,,,,,
406,Drill,F20_20_B,F20_20_G,Housing,M20,1,,98,,,,,,
407,Drill,F20_20_B,F20_20_G,Housing,M30,1,,99,,,,,,
408,Drill,F20_20_B,F20_20_G,Housing,S40_40_B,1,,100,,,,,,
409,Drill,F20_20_B,F20_20_G,Housing,S40_40_G,1,,101,,,,,,
410,Drill,F20_20_B,F20_20_G,M20,M30,1,,102,,,,,,
411,Drill,F20_20_B,F20_20_G,M20,S40_40_B,1,,103,,,,,,
412,Drill,F20_20_B,F20_20_G,M20,S40_40_G,1,,104,,,,,,
413,Drill,F20_20_B,F20_20_G,M30,S40_40_B,1,,105,,,,,,
414,Drill,F20_20_B,F20_20_G,M30,S40_40_G,1,,106,,,,,,
415,Drill,F20_20_B,F20_20_G,S40_40_B,S40_40_G,1,,107,,,,,,
416,Drill,F20_20_G,Housing,M20,M30,1,,108,,,,,,
417,Drill,F20_20_G,Housing,M20,S40_40_B,1,,0,,,,,,
418,Drill,F20_20_G,Housing,M20,S40_40_G,1,,1,,,,,,
419,Drill,F20_20_G,Housing,M30,S40_40_B,1,,2,,,,,,
420,Drill,F20_20_G,Housing,M30,S40_40_G,1,,3,,,,,,
421,Drill,F20_20_G,Housing,S40_40_B,S40_40_G,1,,4,,,,,,
422,Drill,F20_20_G,M20,M30,S40_40_B,1,,5,,,,,,
423,Drill,F20_20_G,M20,M30,S40_40_G,1,,6,,,,,,
424,Drill,F20_20_B,M20,S40_40_B,S40_40_G,1,,7,,,,,,
425,Drill,F20_20_B,M30,S40_40_B,S40_40_G,1,,8,,,,,,
426,Drill,F20_20_G,Housing,M20,M30,1,,9,,,,,,
427,Drill,F20_20_G,Housing,M20,S40_40_B,1,,10,,,,,,
428,Drill,F20_20_G,Housing,M20,S40_40_G,1,,11,,,,,,
429,Drill,F20_20_G,Housing,M30,S40_40_B,1,,0,,,,,,
430,Drill,F20_20_G,Housing,M30,S40_40_G,1,,1,,,,,,
431,Drill,F20_20_G,Housing,S40_40_B,S40_40_G,1,,2,,,,,,
432,Drill,F20_20_G,M20,M30,S40_40_B,1,,3,,,,,,
433,Drill,F20_20_G,M20,M30,S40_40_G,1,,4,,,,,,
434,Drill,F20_20_G,M20,S40_40_B,S40_40_G,1,,5,,,,,,
435,Drill,F20_20_G,M30,S40_40_B,S40_40_G,1,,6,,,,,,
436,Drill,Housing,M20,M30,S40_40_B,1,,7,,,,,,
437,Drill,Housing,M20,M30,S40_40_G,1,,8,,,,,,
438,Drill,Housing,M20,S40_40_B,S40_40_G,1,,9,,,,,,
439,Drill,Housing,M30,S40_40_B,S40_40_G,1,,10,,,,,,
440,Drill,M20,M30,S40_40_B,S40_40_G,1,,11,,,,,,
441,F20_20_B,F20_20_G,Housing,M20,M30,1,,12,,,,,,
442,F20_20_B,F20_20_G,Housing,M20,S40_40_B,1,,13,,,,,,
443,F20_20_B,F20_20_G,Housing,M20,S40_40_G,1,,14,,,,,,
444,F20_20_B,F20_20_G,Housing,M30,S40_40_B,1,,15,,,,,,
445,F20_20_B,F20_20_G,Housing,M30,S40_40_G,1,,16,,,,,,
446,F20_20_B,F20_20_G,Housing,S40_40_B,S40_40_G,1,,17,,,,,,
447,F20_20_B,F20_20_G,M20,M30,S40_40_B,1,,18,,,,,,
448,F20_20_B,F20_20_G,M20,M30,S40_40_G,1,,19,,,,,,
449,F20_20_B,F20_20_G,M20,S40_40_B,S40_40_G,1,,20,,,,,,
450,F20_20_B,F20_20_G,M30,S40_40_B,S40_40_G,1,,21,,,,,,
451,F20_20_B,Housing,M20,M30,S40_40_B,1,,22,,,,,,
452,F20_20_B,Housing,M20,M30,S40_40_G,1,,23,,,,,,
453,F20_20_B,Housing,M20,S40_40_B,S40_40_G,1,,24,,,,,,
454,F20_20_B,Housing,M30,S40_40_B,S40_40_G,1,,25,,,,,,
455,F20_20_B,M20,M30,S40_40_B,S40_40_G,1,,26,,,,,,
456,F20_20_B,Housing,M20,M30,S40_40_B,1,,27,,,,,,
457,F20_20_B,Housing,M20,M30,S40_40_G,1,,28,,,,,,
458,F20_20_B,Housing,M20,S40_40_B,S40_40_G,1,,29,,,,,,
459,F20_20_B,Housing,M30,S40_40_B,S40_40_G,1,,30,,,,,,
460,F20_20_B,M20,M30,S40_40_B,S40_40_G,1,,31,,,,,,
461,Housing,M20,M30,S40_40_B,S40_40_G,1,,32,,,,,,
