,1,2,3,4,5,collected,annotated,
420,M20_100,M30,S40_40_B,Screwdriver,Wrench,1,,60
421,M20_100,M30,S40_40_B,Spacer,Wrench,1,,61
422,M20_100,M30,S40_40_G,Screwdriver,Spacer,1,,62
423,M20_100,M30,S40_40_G,Screwdriver,Wrench,1,,63
424,M20_100,M30,S40_40_G,Spacer,Wrench,1,,64
425,M20_100,M30,Screwdriver,Spacer,Wrench,1,,65
426,M20_100,Motor2,S40_40_B,S40_40_G,Screwdriver,1,,66
427,M20_100,Motor2,S40_40_B,S40_40_G,Spacer,1,,67
428,M20_100,Motor2,S40_40_B,S40_40_G,Wrench,1,,68
429,M20_100,Motor2,S40_40_B,Screwdriver,Spacer,1,,0
430,M20_100,Motor2,S40_40_B,Screwdriver,Wrench,1,,1
431,M20_100,Motor2,S40_40_B,Spacer,Wrench,1,,2
432,M20_100,Motor2,S40_40_G,Screwdriver,Spacer,1,,3
433,M20_100,Motor2,S40_40_G,Screwdriver,Wrench,1,,4
434,M20_100,Motor2,S40_40_G,Spacer,Wrench,1,,5
435,M20_100,Motor2,Screwdriver,Spacer,Wrench,1,,6
436,M20_100,S40_40_B,S40_40_G,Screwdriver,Spacer,1,,7
437,M20_100,S40_40_B,S40_40_G,Screwdriver,Wrench,1,,8
438,M20_100,S40_40_B,S40_40_G,Spacer,Wrench,1,,9
439,M20_100,S40_40_B,Screwdriver,Spacer,Wrench,1,,10
440,M20_100,S40_40_G,Screwdriver,Spacer,Wrench,1,,11
441,M30,Motor2,S40_40_B,S40_40_G,Screwdriver,1,,12
442,M30,Motor2,S40_40_B,S40_40_G,Spacer,1,,13
443,M30,Motor2,S40_40_B,S40_40_G,Wrench,1,,14
444,M30,Motor2,S40_40_B,Screwdriver,Spacer,1,,15
445,M30,Motor2,S40_40_B,Screwdriver,Wrench,1,,16
446,M30,Motor2,S40_40_B,Spacer,Wrench,1,,0
447,M30,Motor2,S40_40_B,Screwdriver,Spacer,1,,1
448,M30,Motor2,S40_40_B,Screwdriver,Wrench,1,,2
449,M30,Motor2,S40_40_B,Spacer,Wrench,1,,3
450,M30,Motor2,Screwdriver,Spacer,Wrench,1,,4
451,M30,S40_40_B,S40_40_G,Screwdriver,Spacer,1,,5
452,M30,S40_40_B,S40_40_G,Screwdriver,Wrench,1,,6
453,M30,S40_40_B,S40_40_G,Spacer,Wrench,1,,7
454,M30,S40_40_G,Screwdriver,Spacer,Wrench,1,,8
455,M30,S40_40_B,Screwdriver,Spacer,Wrench,1,,9
456,Motor2,S40_40_B,S40_40_G,Screwdriver,Spacer,1,,10
457,Motor2,S40_40_B,S40_40_G,Screwdriver,Wrench,1,,11
458,Motor2,S40_40_B,S40_40_G,Spacer,Wrench,1,,12
459,Motor2,S40_40_G,Screwdriver,Spacer,Wrench,1,,13
460,Motor2,S40_40_B,Screwdriver,Spacer,Wrench,1,,14
461,S40_40_B,S40_40_G,Screwdriver,Spacer,Wrench,1,,15
